"gene_id","biomart_id","entrez_id","gene_name","log2FoldChange","pvalue","padj"
"ENSG00000231924.10","ENSG00000231924","5669","PSG1",12.6485309353276,8.35945179026471e-07,2.66221989536931e-06
"ENSG00000160181.9","ENSG00000160181","7032","TFF2",11.8454613440405,3.12226746796821e-37,9.4397485563265e-36
"ENSG00000267978.5","ENSG00000267978","4108","MAGEA9",11.1155983706681,2.54511092930029e-07,8.61641235973718e-07
"ENSG00000234854.1","ENSG00000234854","101409253","LINC00676",10.9641349771505,3.3688707258028e-28,6.01991812098749e-27
"ENSG00000267073.1","ENSG00000267073",NA,NA,10.9025301464849,1.99452591195099e-30,4.09059641100412e-29
"ENSG00000189064.8","ENSG00000189064","26749","GAGE2E",10.7395995802415,0.0151859494532792,0.0255187472828432
"ENSG00000134193.15","ENSG00000134193","83998","REG4",10.6340434142786,1.50042541418095e-40,5.43087149296237e-39
"ENSG00000164816.8","ENSG00000164816","1670","DEFA5",10.5989027651114,0.012923676834845,0.0220242708052138
"ENSG00000229967.1","ENSG00000229967","105373368","MAGEA4-AS1",10.4693522325313,7.42464224856124e-05,0.000183520188642176
"ENSG00000201464.1","ENSG00000201464",NA,NA,10.4301135306525,5.63903879823279e-21,6.24379083896199e-20
"ENSG00000170848.16","ENSG00000170848","5675","PSG6",10.228376488522,4.7876200709477e-05,0.000121656687263904
"ENSG00000285711.1","ENSG00000285711",NA,NA,10.1635125760613,3.0771296425614e-08,1.15971306090658e-07
"ENSG00000200156.1","ENSG00000200156","26832","RNU5B-1",10.162862858345,2.16716397386983e-11,1.12470503217432e-10
"ENSG00000120054.12","ENSG00000120054","1369","CPN1",10.0616316360787,4.03079466016282e-08,1.50197002417976e-07
"ENSG00000256022.6","ENSG00000256022","101927637","LINC02411",9.94999347308854,0.0156326858832376,0.0262152254209385
"ENSG00000205754.12","ENSG00000205754",NA,NA,9.93856255794519,1.82433888005943e-05,4.91536189223235e-05
"ENSG00000272328.1","ENSG00000272328",NA,NA,9.88322040233941,3.12216804876974e-29,5.95506044049911e-28
"ENSG00000231776.5","ENSG00000231776","105377880","LINC01611",9.83063613887277,3.9455597652962e-13,2.38840570365364e-12
"ENSG00000162344.4","ENSG00000162344","9965","FGF19",9.71142761200858,7.54553438894015e-39,2.46290958414e-37
"ENSG00000230657.8","ENSG00000230657","5545","PRB4",9.61073947101987,1.77385332193783e-07,6.12685389970009e-07
"ENSG00000286769.1","ENSG00000286769",NA,NA,9.60306339139695,2.65171965800513e-05,6.98416724766013e-05
"ENSG00000264734.1","ENSG00000264734",NA,NA,9.59523216810184,0.00663543412729934,0.0119172136137925
"ENSG00000257035.1","ENSG00000257035","100420119","LOC100420119",9.57215538202092,1.32382416855104e-08,5.19452973615075e-08
"ENSG00000286060.1","ENSG00000286060","124905218","LOC124905218",9.55098088288605,1.47754071644365e-19,1.46184559516614e-18
"ENSG00000246876.7","ENSG00000246876","101927282","LINC02466",9.53578029675067,4.00228275793275e-10,1.84331907934648e-09
"ENSG00000198573.7","ENSG00000198573","64663","SPANXC",9.34701715917994,0.000782586658888911,0.00165117805592524
"ENSG00000240354.1","ENSG00000240354",NA,NA,9.31431424970599,0.013327986258255,0.0226508127363495
"ENSG00000160182.3","ENSG00000160182","7031","TFF1",9.2773211852911,3.14265067541758e-64,3.36255957268034e-62
"ENSG00000285822.1","ENSG00000285822",NA,NA,9.27616336257713,0.00284007050706843,0.00545232388405693
"ENSG00000282842.1","ENSG00000282842",NA,NA,9.25535010405526,1.28006043170316e-18,1.18922005672143e-17
"ENSG00000196406.4","ENSG00000196406","64648","SPANXD",9.20547600730812,0.0117325974640741,0.0201557533737259
"ENSG00000176566.5","ENSG00000176566","138009","DCAF4L2",9.19398021436908,3.0977816626674e-07,1.03761612399447e-06
"ENSG00000236731.1","ENSG00000236731",NA,NA,9.11458792277505,0.010670521421267,0.0184678701317537
"ENSG00000271968.2","ENSG00000271968",NA,NA,9.02079669623794,0.00675332263266589,0.0121096059911065
"ENSG00000163631.17","ENSG00000163631","213","ALB",8.99970731665734,2.10953196874657e-34,5.40871174383069e-33
"ENSG00000122711.9","ENSG00000122711","27290","SPINK4",8.9774204531578,1.31291163778224e-35,3.64071559025721e-34
"ENSG00000132703.4","ENSG00000132703","325","APCS",8.97136075464809,0.0183134527881042,0.0302733009405887
"ENSG00000135346.9","ENSG00000135346","1081","CGA",8.94372688167422,3.31168172447483e-28,5.92255057362357e-27
"ENSG00000171564.12","ENSG00000171564","2244","FGB",8.87049010229213,6.06108394567706e-65,6.74857085311946e-63
"ENSG00000258314.3","ENSG00000258314",NA,NA,8.8240600126599,1.58341728644285e-06,4.87741965548357e-06
"ENSG00000139515.6","ENSG00000139515","3651","PDX1",8.77669046161029,2.81861577824242e-46,1.36932287459266e-44
"ENSG00000223867.1","ENSG00000223867",NA,NA,8.73074269123572,4.15816501057722e-05,0.000106625286911978
"ENSG00000147381.11","ENSG00000147381","4103","MAGEA4",8.72086351364869,2.267870031886e-14,1.51799191987804e-13
"ENSG00000253400.1","ENSG00000253400",NA,NA,8.6819676827622,4.21656461623282e-05,0.000108034384505033
"ENSG00000249199.2","ENSG00000249199",NA,NA,8.67160075819495,1.8113181295546e-37,5.5373320575213e-36
"ENSG00000081051.8","ENSG00000081051","174","AFP",8.61913245197371,3.70956909642437e-17,3.07279242241391e-16
"ENSG00000200312.1","ENSG00000200312",NA,NA,8.60214701940976,1.93930577767392e-05,5.20489030787766e-05
"ENSG00000280837.1","ENSG00000280837","29034","CPS1-IT1",8.5956523378822,4.27691504132561e-05,0.000109420881756525
"ENSG00000142484.7","ENSG00000142484","9032","TM4SF5",8.57373622769986,2.14629152370298e-31,4.65425916229986e-30
"ENSG00000279995.1","ENSG00000279995",NA,NA,8.57082810533795,0.000438523220896633,0.000962119288697894
"ENSG00000257869.1","ENSG00000257869",NA,NA,8.55550901108031,1.01721752158515e-17,8.81206861264199e-17
"ENSG00000265060.2","ENSG00000265060",NA,NA,8.54389077299078,1.44986523568773e-09,6.30868260507686e-09
"ENSG00000145321.13","ENSG00000145321","2638","GC",8.54240023554198,1.7182627376051e-08,6.65652313987974e-08
"ENSG00000232508.1","ENSG00000232508",NA,NA,8.51428661069963,4.35839792726448e-08,1.61758509874083e-07
"ENSG00000249642.2","ENSG00000249642","105377603","LOC105377603",8.51107085263461,2.15942485222989e-10,1.0200474732688e-09
"ENSG00000170516.17","ENSG00000170516","170712","COX7B2",8.50846324991926,8.39242768160779e-18,7.32817296903766e-17
"ENSG00000117148.8","ENSG00000117148","81569","ACTL8",8.49374588527881,1.30652920438465e-22,1.63200824792569e-21
"ENSG00000231291.3","ENSG00000231291",NA,NA,8.48574472600872,1.57258251386932e-09,6.81695872538866e-09
"ENSG00000110680.13","ENSG00000110680","796","CALCA",8.47758936556076,1.26280950355341e-39,4.30779083292258e-38
"ENSG00000199568.1","ENSG00000199568","26831","RNU5A-1",8.47292000103016,2.26937158067375e-12,1.28740542962081e-11
"ENSG00000277693.2","ENSG00000277693",NA,NA,8.47111346117562,5.85972172600812e-12,3.19885679938091e-11
"ENSG00000123407.4","ENSG00000123407","3228","HOXC12",8.46295940700884,2.24801349605775e-25,3.34072168220045e-24
"ENSG00000257356.2","ENSG00000257356","100129777","BNIP3P6",8.44766623451331,0.0190277508437312,0.0313536566789483
"ENSG00000115263.15","ENSG00000115263","2641","GCG",8.43245114712898,3.20662990595151e-06,9.52092367811754e-06
"ENSG00000214107.8","ENSG00000214107","4112","MAGEB1",8.42632926522756,1.03454640289692e-05,2.87371089398373e-05
"ENSG00000250612.2","ENSG00000250612",NA,NA,8.37483398895343,1.13397002636744e-05,3.12986857221048e-05
"ENSG00000100665.12","ENSG00000100665","5267","SERPINA4",8.36922249682155,3.95723929098624e-47,1.99770000525058e-45
"ENSG00000201098.1","ENSG00000201098","6084","RNY1",8.34660938141786,5.75697184378007e-16,4.36564559748985e-15
"ENSG00000187772.8","ENSG00000187772","389421","LIN28B",8.32992151701104,7.78260206974609e-22,9.17782177950782e-21
"ENSG00000275126.2","ENSG00000275126","8368","H4C13",8.29762628647683,6.83740466335255e-07,2.20357115175296e-06
"ENSG00000227088.2","ENSG00000227088",NA,NA,8.29633565705224,1.94717080785941e-08,7.5009164181581e-08
"ENSG00000200792.1","ENSG00000200792","677846","SNORA80A",8.28203562048303,2.76068511068705e-07,9.30601622258569e-07
"ENSG00000150244.12","ENSG00000150244","79097","TRIM48",8.27954256167913,0.00024511570416434,0.000558596406544698
"ENSG00000257046.5","ENSG00000257046","115072896","SLCO1B3-SLCO1B7",8.2346777699559,1.68539582310821e-06,5.17546054626447e-06
"ENSG00000173237.4","ENSG00000173237","254439","C11orf86",8.20991832452829,1.06198852236654e-65,1.21008764903111e-63
"ENSG00000153779.11","ENSG00000153779","90316","TGIF2LX",8.19581149875034,0.0011407809551906,0.00234183059069988
"ENSG00000227400.2","ENSG00000227400",NA,NA,8.19409239156405,2.90739499322509e-07,9.77352574389207e-07
"ENSG00000230153.5","ENSG00000230153","122149304","LINC02927",8.1847144565776,3.37060721759596e-05,8.74786535104522e-05
"ENSG00000257230.1","ENSG00000257230",NA,NA,8.18206755245233,0.00308296469560444,0.00588489157738539
"ENSG00000164093.17","ENSG00000164093","5308","PITX2",8.17770467479033,2.53763991534086e-96,1.22333764226471e-93
"ENSG00000155495.9","ENSG00000155495","9947","MAGEC1",8.17623109965254,6.22160494995092e-27,1.02723216992622e-25
"ENSG00000120211.4","ENSG00000120211","3641","INSL4",8.17101669017953,7.72995763167453e-30,1.53649982484789e-28
"ENSG00000260284.1","ENSG00000260284","650474","TPSP2",8.1361652630867,6.86358666088686e-34,1.71958128627325e-32
"ENSG00000254442.1","ENSG00000254442",NA,NA,8.13521905668715,4.58906601804793e-08,1.69988801102546e-07
"ENSG00000249053.1","ENSG00000249053","100420683","LOC100420683",8.13241216242648,0.000192253154690033,0.000445627900406692
"ENSG00000286772.1","ENSG00000286772",NA,NA,8.11576986597313,0.00109000308926875,0.00224561223191861
"ENSG00000242515.5","ENSG00000242515","54575","UGT1A10",8.10389397615089,4.9241028906296e-19,4.69700956097043e-18
"ENSG00000221867.9","ENSG00000221867","4102","MAGEA3",8.05963266446682,5.12118521097986e-38,1.60587043617209e-36
"ENSG00000169876.14","ENSG00000169876","140453","MUC17",8.05239883791215,1.06582877703181e-08,4.22450692262455e-08
"ENSG00000272046.1","ENSG00000272046",NA,NA,8.0325124122492,7.83339065408386e-08,2.82299363019802e-07
"ENSG00000197172.10","ENSG00000197172","4102","MAGEA3",8.02126937476869,4.60579207385272e-33,1.09217022966403e-31
"ENSG00000236687.1","ENSG00000236687",NA,NA,7.98127943605626,1.73932556508308e-08,6.73514636902018e-08
"ENSG00000163530.4","ENSG00000163530","151871","DPPA2",7.97985537613347,0.00397496527713151,0.0074424990073616
"ENSG00000266976.3","ENSG00000266976","102724908","ERVE-5",7.9687424784354,7.18818572351489e-13,4.25730416504488e-12
"ENSG00000111701.7","ENSG00000111701","339","APOBEC1",7.96513213608969,1.77969683913659e-35,4.88264669393892e-34
"ENSG00000279379.1","ENSG00000279379",NA,NA,7.95352385732102,0.000119433883990345,0.000286245905636607
"ENSG00000250590.6","ENSG00000250590","100506272","LINC02492",7.94088611689249,4.54129550474544e-10,2.08151804929138e-09
"ENSG00000224141.6","ENSG00000224141","101927797","MIR548XHG",7.93886067580327,1.26615754373523e-26,2.0443527893309e-25
"ENSG00000124260.12","ENSG00000124260","4109","MAGEA10",7.92068848552261,4.94505062177139e-19,4.71494078953465e-18
"ENSG00000221826.10","ENSG00000221826","5671","PSG3",7.91990891489747,9.79247215360364e-10,4.3339987984911e-09
"ENSG00000278099.1","ENSG00000278099","6063","RNVU1-2A",7.8909619303225,0.00310127381086213,0.0059159795107497
"ENSG00000185247.15","ENSG00000185247","4110","MAGEA11",7.88715909977807,6.56423506477095e-11,3.26640685181984e-10
"ENSG00000046774.10","ENSG00000046774","51438","MAGEC2",7.88182388620938,1.45596811792874e-21,1.67510792985618e-20
"ENSG00000283583.1","ENSG00000283583",NA,NA,7.87701355620308,1.80701486308543e-11,9.44500596076428e-11
"ENSG00000250874.1","ENSG00000250874",NA,NA,7.86758190041004,5.52461155496774e-16,4.19669583211913e-15
"ENSG00000204021.4","ENSG00000204021","643414","LIPK",7.85500635721376,3.01152681189804e-29,5.74902827289621e-28
"ENSG00000135355.4","ENSG00000135355","84694","GJA10",7.85261137858776,0.00403419794791262,0.0075427792599829
"ENSG00000072080.11","ENSG00000072080","6694","SPP2",7.84679796673074,1.43025098135347e-53,9.83443264905885e-52
"ENSG00000261092.1","ENSG00000261092",NA,NA,7.83831631683666,4.66939441524498e-09,1.92051062818659e-08
"ENSG00000184357.5","ENSG00000184357","3009","H1-5",7.8372432040828,4.38112518417342e-31,9.32988255847106e-30
"ENSG00000200795.1","ENSG00000200795","26835","RNU4-1",7.83445564666078,2.41000853075196e-18,2.18846334579916e-17
"ENSG00000229544.9","ENSG00000229544","390010","NKX1-2",7.83146294639535,1.82034886665534e-55,1.37211141634542e-53
"ENSG00000273703.2","ENSG00000273703","8342","H2BC14",7.83079561805027,1.13927564595504e-19,1.13821187229337e-18
"ENSG00000234068.7","ENSG00000234068","203569","PAGE2",7.82073610006335,7.46919950412848e-14,4.79464900565719e-13
"ENSG00000286042.1","ENSG00000286042","80078","LCAL1",7.80442887009728,4.57642525523281e-117,9.125599978264e-114
"ENSG00000184029.9","ENSG00000184029","10281","DSCR4",7.79389314459822,0.0136326891381775,0.023131016816968
"ENSG00000286372.1","ENSG00000286372",NA,NA,7.79024849479318,0.00183210035743679,0.00363330819494573
"ENSG00000231718.1","ENSG00000231718","400800","LINC02789",7.78810799147947,0.0214505893313554,0.0349950131415853
"ENSG00000287343.1","ENSG00000287343",NA,NA,7.77336400705436,0.00407332062992763,0.00761036167361139
"ENSG00000250103.2","ENSG00000250103",NA,NA,7.75646222576735,1.17888421792679e-11,6.27018328761282e-11
"ENSG00000189052.7","ENSG00000189052","93659","CGB5",7.75033454648154,1.23422574236148e-13,7.78605825304222e-13
"ENSG00000248685.6","ENSG00000248685",NA,NA,7.73823585931698,8.73891373643713e-07,2.77500837281043e-06
"ENSG00000213759.10","ENSG00000213759","10720","UGT2B11",7.71928069352778,6.67256156946098e-21,7.33263034796302e-20
"ENSG00000243137.8","ENSG00000243137","5672","PSG4",7.71013426956924,3.50498998791271e-09,1.46090646821608e-08
"ENSG00000287080.2","ENSG00000287080","8352","H3C3",7.70630560804163,1.24079260938652e-29,2.43001477594542e-28
"ENSG00000200488.1","ENSG00000200488",NA,NA,7.7014539241334,1.77842036194009e-06,5.44320957635875e-06
"ENSG00000249089.1","ENSG00000249089","106479028","AIG1P1",7.70060805372107,0.00105271712360283,0.00217458433372569
"ENSG00000260611.1","ENSG00000260611",NA,NA,7.67608915048607,3.87671737618766e-11,1.97363020280813e-10
"ENSG00000254302.2","ENSG00000254302",NA,NA,7.6758831821651,2.60085805185603e-06,7.80951689780098e-06
"ENSG00000276368.2","ENSG00000276368","8331","H2AC14",7.6736862720356,2.84914896166679e-26,4.49601855393383e-25
"ENSG00000284668.2","ENSG00000284668","105376673","LINC02780",7.6699926729285,0.00401095217074871,0.00750379379839546
"ENSG00000204941.14","ENSG00000204941","5673","PSG5",7.66986550905616,0.000373820912043857,0.000828606840590119
"ENSG00000214039.9","ENSG00000214039","100190940","LINC02418",7.65731186766969,9.85453525562521e-30,1.94296003204055e-28
"ENSG00000274618.2","ENSG00000274618","8361","H4C6",7.63667294333364,1.42595997809338e-05,3.8883290824825e-05
"ENSG00000235123.5","ENSG00000235123","100506492","DSCAM-AS1",7.6345043703804,7.0902361527606e-27,1.16451355217317e-25
"ENSG00000171431.4","ENSG00000171431","54474","KRT20",7.62453533598512,1.11559526863984e-21,1.2971123466727e-20
"ENSG00000202538.1","ENSG00000202538","26834","RNU4-2",7.60920291860585,1.40482981852155e-23,1.87093136942082e-22
"ENSG00000285894.2","ENSG00000285894",NA,NA,7.60750192854272,1.34709530583909e-06,4.18554599984808e-06
"ENSG00000122133.17","ENSG00000122133","5047","PAEP",7.6056993783078,5.21253384651061e-69,6.99292499426831e-67
"ENSG00000115386.6","ENSG00000115386","5967","REG1A",7.59758437611215,6.88031857559631e-15,4.78188681230726e-14
"ENSG00000242366.3","ENSG00000242366","54576","UGT1A8",7.57265905603636,8.90873773112798e-06,2.49500392956367e-05
"ENSG00000231358.4","ENSG00000231358",NA,NA,7.56888626832465,0.0265001674005426,0.0425214280795319
"ENSG00000250038.7","ENSG00000250038",NA,NA,7.56131778211954,2.11488980498072e-07,7.22908686728214e-07
"ENSG00000224960.5","ENSG00000224960","139420","PPP4R3C",7.55282796927634,0.000276214240883542,0.000624664528988561
"ENSG00000236212.2","ENSG00000236212",NA,NA,7.53658515499835,6.01984989374043e-57,4.83671785693222e-55
"ENSG00000109511.12","ENSG00000109511","11199","ANXA10",7.52936634721562,1.85102105958089e-44,8.07984506097054e-43
"ENSG00000286522.2","ENSG00000286522","8358","H3C2",7.51513547427003,4.37495549053261e-31,9.321268694229e-30
"ENSG00000131668.14","ENSG00000131668","56033","BARX1",7.49272828285237,8.17879176066138e-69,1.08725883560138e-66
"ENSG00000277775.2","ENSG00000277775","8968","H3C7",7.49019915610498,3.84446199850405e-18,3.43978591499845e-17
"ENSG00000185686.18","ENSG00000185686","23532","PRAME",7.4873294601827,8.89718275610613e-81,1.90395370891522e-78
"ENSG00000284638.1","ENSG00000284638","122405565","SMIM44",7.48221273926825,1.26408268772448e-18,1.17462494021998e-17
"ENSG00000198443.6","ENSG00000198443","85285","KRTAP4-1",7.48026951428378,2.57556215986834e-50,1.54565439659732e-48
"ENSG00000235350.1","ENSG00000235350",NA,NA,7.4712163306488,2.19412419907576e-29,4.22908763133807e-28
"ENSG00000287627.1","ENSG00000287627",NA,NA,7.45370818709761,6.63413739164941e-34,1.66399641643378e-32
"ENSG00000253524.1","ENSG00000253524",NA,NA,7.4443733880291,0.0111083264197788,0.0191613389316324
"ENSG00000286284.1","ENSG00000286284",NA,NA,7.44037116085028,3.471055343253e-05,8.9952579662787e-05
"ENSG00000201998.1","ENSG00000201998","677808","SNORA23",7.43638870277522,7.73232845174333e-19,7.28542776738677e-18
"ENSG00000170178.7","ENSG00000170178","3238","HOXD12",7.43212936072808,4.65070713137272e-14,3.02882825335792e-13
"ENSG00000180210.15","ENSG00000180210","2147","F2",7.42916476998658,5.01857393075475e-27,8.33622944976449e-26
"ENSG00000143278.5","ENSG00000143278","2165","F13B",7.40103762541513,0.00144455925146867,0.00291309045705061
"ENSG00000239142.1","ENSG00000239142","124900291","LOC124900291",7.39424546270427,2.68322915612203e-08,1.01861007139077e-07
"ENSG00000178372.8","ENSG00000178372","51806","CALML5",7.38906572612988,1.04866007790034e-18,9.80470352885979e-18
"ENSG00000253530.2","ENSG00000253530","105375750","LOC105375750",7.38898905087825,1.12098795441016e-08,4.43312184008107e-08
"ENSG00000200959.1","ENSG00000200959","26821","SNORA74A",7.3798533479634,3.03199381410794e-14,2.0080093090444e-13
"ENSG00000219159.4","ENSG00000219159",NA,NA,7.37600644549907,1.39574798790463e-26,2.24862535737745e-25
"ENSG00000201229.1","ENSG00000201229","109616971","SNORA63D",7.37539848318243,6.2257940134566e-06,1.7788156674243e-05
"ENSG00000278588.2","ENSG00000278588","8346","H2BC10",7.37068788721448,1.67402405863477e-16,1.32415725618913e-15
"ENSG00000187714.7","ENSG00000187714","6572","SLC18A3",7.36830576022454,6.85852930923546e-13,4.07140490212247e-12
"ENSG00000253499.2","ENSG00000253499","100420746","LOC100420746",7.36506022622764,0.0260538282874097,0.0418603645304854
"ENSG00000248498.4","ENSG00000248498",NA,NA,7.35822152764231,3.28611025461721e-16,2.54023560810225e-15
"ENSG00000215369.3","ENSG00000215369",NA,NA,7.34237185116754,3.37981727207539e-05,8.77073078430495e-05
"ENSG00000198074.10","ENSG00000198074","57016","AKR1B10",7.32989177671701,5.55423953504206e-62,5.4267023198833e-60
"ENSG00000266830.1","ENSG00000266830","105371712","LOC105371712",7.32094316439537,2.71530375499499e-33,6.54524994687347e-32
"ENSG00000183668.18","ENSG00000183668","5678","PSG9",7.31794103212363,3.93580186141511e-06,1.15522341668955e-05
"ENSG00000287394.1","ENSG00000287394",NA,NA,7.31708432512326,1.00117487341829e-20,1.08579828237298e-19
"ENSG00000237208.1","ENSG00000237208","101928495","LOC101928495",7.31445930649139,1.02697683196001e-05,2.85376871104414e-05
"ENSG00000252010.1","ENSG00000252010","677775","SCARNA5",7.31433102712248,2.46700557469908e-27,4.19314481040194e-26
"ENSG00000134538.3","ENSG00000134538","10599","SLCO1B1",7.29943599393812,1.80341153971839e-19,1.77518899784732e-18
"ENSG00000213401.10","ENSG00000213401","4111","MAGEA12",7.28970245438395,2.50296029500739e-35,6.81156111548879e-34
"ENSG00000230798.5","ENSG00000230798","100996301","FOXD3-AS1",7.27941800540372,2.25436248372147e-70,3.23191594112343e-68
"ENSG00000268238.1","ENSG00000268238","727704","IGFL1P2",7.27638736178073,1.4798356799949e-08,5.7726223942465e-08
"ENSG00000157005.4","ENSG00000157005","6750","SST",7.27324146451891,3.60705015389047e-18,3.23594444173867e-17
"ENSG00000200087.1","ENSG00000200087","26768","SNORA73B",7.27261369323543,3.15822631334838e-43,1.30952958544688e-41
"ENSG00000233221.7","ENSG00000233221","121853076","ARHGEF4-AS1",7.27182818513229,4.83192984642188e-61,4.50046561428198e-59
"ENSG00000233215.6","ENSG00000233215","101927843","LINC01687",7.27092157013496,6.3734010534118e-13,3.79214337192625e-12
"ENSG00000251604.1","ENSG00000251604",NA,NA,7.26865883046899,4.40624029394857e-10,2.02236195286911e-09
"ENSG00000253898.1","ENSG00000253898","103352670","LINC01419",7.26427966514434,2.58438256605987e-20,2.70971029613959e-19
"ENSG00000109132.7","ENSG00000109132","8929","PHOX2B",7.23440568004629,1.22637663979104e-09,5.37676562172628e-09
"ENSG00000008197.5","ENSG00000008197","83741","TFAP2D",7.23374842655886,1.30496877813814e-33,3.21075015861706e-32
"ENSG00000279032.1","ENSG00000279032",NA,NA,7.23057625672122,0.000193739962377315,0.000448860755718533
"ENSG00000208892.1","ENSG00000208892","677829","SNORA49",7.22706964136093,1.54077757075378e-09,6.68635584641382e-09
"ENSG00000238254.3","ENSG00000238254",NA,NA,7.21405944766036,1.59080920665821e-06,4.89872308626205e-06
"ENSG00000101441.4","ENSG00000101441","1472","CST4",7.21082511674653,1.07700534154976e-39,3.68542490861516e-38
"ENSG00000221303.1","ENSG00000221303","677845","SNORA79",7.20815613492678,0.00367088075515719,0.0069207042781379
"ENSG00000198758.11","ENSG00000198758","79574","EPS8L3",7.20693800055846,5.31574970092132e-40,1.85518395886808e-38
"ENSG00000165588.18","ENSG00000165588","5015","OTX2",7.20076295132831,3.46368428581297e-09,1.44410155801491e-08
"ENSG00000104760.17","ENSG00000104760","2267","FGL1",7.19782479066137,1.21967119307768e-78,2.43207979859659e-76
"ENSG00000231163.6","ENSG00000231163","402779","CSMD2-AS1",7.19346431849196,0.0142596383827709,0.0241024919555281
"ENSG00000276410.4","ENSG00000276410","3018","H2BC3",7.18614720940392,4.93075580792794e-13,2.95946540618403e-12
"ENSG00000226258.7","ENSG00000226258","101927347","GRM7-AS3",7.16652580095057,0.00640341630747539,0.0115354578676346
"ENSG00000198930.13","ENSG00000198930","158511","CSAG1",7.16340461094855,1.25920481998105e-33,3.10511839503928e-32
"ENSG00000198681.7","ENSG00000198681","4100","MAGEA1",7.16322273190126,1.1222160568762e-16,8.96893718329421e-16
"ENSG00000278630.1","ENSG00000278630",NA,NA,7.15139052809051,2.99336296836399e-06,8.92030704837715e-06
"ENSG00000273706.5","ENSG00000273706","3975","LHX1",7.13118661669035,1.3369229476774e-24,1.90111743246871e-23
"ENSG00000253425.2","ENSG00000253425","106480803","HSPA8P13",7.11329820960211,0.0218147801906754,0.0355508225485619
"ENSG00000251026.2","ENSG00000251026",NA,NA,7.11205334801557,1.5255391554839e-29,2.97571708367822e-28
"ENSG00000239942.2","ENSG00000239942","106479367","RN7SL394P",7.10830180104379,5.22394741464775e-07,1.70676993076718e-06
"ENSG00000170689.10","ENSG00000170689","3219","HOXB9",7.099619817796,3.1165935585823e-52,2.04673417397376e-50
"ENSG00000279442.1","ENSG00000279442",NA,NA,7.0864591056022,3.5930238070358e-06,1.06043031075655e-05
"ENSG00000146047.7","ENSG00000146047","255626","H2BC1",7.08290096451755,0.000788955611980583,0.00166381567839516
"ENSG00000233854.2","ENSG00000233854",NA,NA,7.07924957757326,9.12914260536625e-32,2.02572765278104e-30
"ENSG00000124575.7","ENSG00000124575","3007","H1-3",7.07700276821447,3.48494668806548e-36,9.96617511465089e-35
"ENSG00000260976.2","ENSG00000260976",NA,NA,7.07657497330885,4.88725264276192e-11,2.46350552895924e-10
"ENSG00000261650.1","ENSG00000261650",NA,NA,7.0708707023351,1.00150912990838e-05,2.78821324510032e-05
"ENSG00000228295.2","ENSG00000228295",NA,NA,7.0700013502854,0.0148401372108658,0.0249893282398078
"ENSG00000132446.7","ENSG00000132446","53940","FTHL17",7.06963129835602,0.00284508315470176,0.00546088510169238
"ENSG00000251138.7","ENSG00000251138","100507377","LINC02882",7.06694321668757,2.14586595261037e-69,2.94178104609576e-67
"ENSG00000137251.16","ENSG00000137251","27283","TINAG",7.06122756106953,7.87360733954298e-32,1.75244688167636e-30
"ENSG00000123364.5","ENSG00000123364","3229","HOXC13",7.03663095276194,8.466100431708e-43,3.41988360809022e-41
"ENSG00000144481.17","ENSG00000144481","79054","TRPM8",7.03301910105517,3.71514864738186e-81,8.10845054786045e-79
"ENSG00000288110.1","ENSG00000288110",NA,NA,7.02755667549991,0.00247567580158992,0.00480342422556161
"ENSG00000232109.1","ENSG00000232109","100312807","VN1R54P",7.02322368553502,0.00516554293777959,0.00945812442662268
"ENSG00000228630.5","ENSG00000228630","100124700","HOTAIR",7.01965754333732,1.68136138346345e-34,4.34135624079801e-33
"ENSG00000235784.2","ENSG00000235784","100421424","HNRNPA1P29",7.01484624870764,0.0062472990400897,0.0112759827850111
"ENSG00000259237.1","ENSG00000259237","107983981","LOC107983981",7.0141410115688,6.67661273374853e-12,3.62674992591399e-11
"ENSG00000249196.6","ENSG00000249196","283352","TMEM132D-AS1",7.00793419032579,4.50070340366668e-06,1.31146700508438e-05
"ENSG00000251112.2","ENSG00000251112",NA,NA,7.00782090399736,0.0111947086593672,0.0192982031663699
"ENSG00000222486.1","ENSG00000222486","106481792","RNU6-77P",7.00229271337452,0.0253566756282855,0.0408389750766303
"ENSG00000266736.1","ENSG00000266736",NA,NA,7.00211219848521,0.0227834367252627,0.0369974675439774
"ENSG00000261564.1","ENSG00000261564","100129339","TPSP1",6.98786428784372,0.00884982493170336,0.0155224889020389
"ENSG00000142619.4","ENSG00000142619","51702","PADI3",6.98391344880033,1.29511777482054e-29,2.53301478660732e-28
"ENSG00000172238.6","ENSG00000172238","474","ATOH1",6.97850311749682,2.81018375925932e-05,7.3771737977947e-05
"ENSG00000271394.1","ENSG00000271394",NA,NA,6.97771740240178,0.000659938851240267,0.00140797867255419
"ENSG00000251655.6","ENSG00000251655","5542","PRB1",6.97382225379953,0.000272290648878824,0.000616267784948932
"ENSG00000224309.7","ENSG00000224309",NA,NA,6.96384446081418,0.0191940421521914,0.031608672817091
"ENSG00000111700.13","ENSG00000111700","28234","SLCO1B3",6.95287078651388,1.00613555572574e-39,3.45369019515905e-38
"ENSG00000184486.10","ENSG00000184486","5454","POU3F2",6.95011262821713,9.41348683909192e-43,3.78515356685723e-41
"ENSG00000235601.1","ENSG00000235601","101928040","BARX1-DT",6.9431577936718,1.21862105382485e-30,2.53363445546171e-29
